tool		Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6
nla-digbench-scaling/prod4br-ll_valuebound100.yml	true	ERROR (solver error, after parsing finished)	44.743964366	28.87861933998647	636.551168	cloud-23979
nla-digbench-scaling/prod4br-ll_valuebound2.yml	true	ERROR (solver error, after parsing finished)	40.121702453	23.260546067001997	667.611136	cloud-23933
nla-digbench-scaling/prod4br-ll_valuebound20.yml	true	ERROR (solver error, after parsing finished)	39.792769076	26.23567583601107	666.869760	cloud-24259
nla-digbench-scaling/prod4br-ll_valuebound5.yml	true	true	56.899183384	38.94565697098733	634.998784	cloud-23979
nla-digbench-scaling/prod4br-ll_valuebound50.yml	true	ERROR (solver error, after parsing finished)	50.053082702	32.85399852899718	649.330688	cloud-23933
nla-digbench-scaling/prodbin-ll_unwindbound1.yml	false	false(unreach-call)	39.887878482	22.666571112000383	605.319168	cloud-24259
nla-digbench-scaling/prodbin-ll_unwindbound10.yml	false	TIMEOUT (ERROR (solver error, after parsing finished))	924.94553704	909.7388334770076	605.908992	cloud-24261
nla-digbench-scaling/prodbin-ll_unwindbound100.yml	true	TIMEOUT	990.270080886	977.5261440800095	627.044352	cloud-24259
nla-digbench-scaling/prodbin-ll_unwindbound2.yml	false	ERROR (solver error, after parsing finished)	36.264737988	22.20356574599282	593.879040	cloud-24259
nla-digbench-scaling/prodbin-ll_unwindbound20.yml	false	TIMEOUT	990.268374159	971.1213986850053	653.824000	cloud-23933
nla-digbench-scaling/prodbin-ll_unwindbound5.yml	false	TIMEOUT	990.299945184	971.0925163089996	770.449408	cloud-24260
nla-digbench-scaling/prodbin-ll_unwindbound50.yml	true	TIMEOUT	990.285968528	971.2877969010151	618.872832	cloud-23979
nla-digbench-scaling/prodbin-ll_valuebound1.yml	true	true	25.932579899	14.111623554999824	595.152896	cloud-24260
nla-digbench-scaling/prodbin-ll_valuebound10.yml	true	ERROR (solver error, after parsing finished)	31.19063313	18.431082176975906	565.317632	cloud-23933
nla-digbench-scaling/prodbin-ll_valuebound100.yml	true	TIMEOUT	990.282529293	972.2477391080029	674.226176	cloud-24259
nla-digbench-scaling/prodbin-ll_valuebound2.yml	true	true	44.471389101	29.813340522989165	591.609856	cloud-23933
nla-digbench-scaling/prodbin-ll_valuebound20.yml	true	ERROR (solver error, after parsing finished)	39.024665973	22.8467018710071	601.182208	cloud-24260
nla-digbench-scaling/prodbin-ll_valuebound5.yml	true	ERROR (solver error, after parsing finished)	692.425312733	673.7346911529894	615.059456	cloud-24259
nla-digbench-scaling/prodbin-ll_valuebound50.yml	true	ERROR (solver error, after parsing finished)	573.740768777	557.5198836400232	634.019840	cloud-23933
nla-digbench-scaling/ps2-ll_unwindbound1.yml	true	true	24.677571766	13.967776744015282	609.607680	cloud-24259
nla-digbench-scaling/ps2-ll_unwindbound10.yml	true	true	24.837999013	13.502557988002081	648.601600	cloud-24260
nla-digbench-scaling/ps2-ll_unwindbound100.yml	true	true	18.639525456	10.190536851005163	559.538176	cloud-24259
nla-digbench-scaling/ps2-ll_unwindbound2.yml	true	true	25.12168309	13.737394987998414	591.843328	cloud-24261
nla-digbench-scaling/ps2-ll_unwindbound20.yml	true	true	22.659704704	12.510330621997127	609.112064	cloud-23979
nla-digbench-scaling/ps2-ll_unwindbound5.yml	true	true	26.988907234	15.041143720998662	591.179776	cloud-24260
nla-digbench-scaling/ps2-ll_unwindbound50.yml	true	true	25.755798086	14.16681103600422	597.352448	cloud-24259
nla-digbench-scaling/ps2-ll_valuebound1.yml	true	true	23.720791619	12.94397861600737	570.040320	cloud-24260
nla-digbench-scaling/ps2-ll_valuebound10.yml	true	true	21.68287293	11.893199867015937	562.876416	cloud-23979
nla-digbench-scaling/ps2-ll_valuebound100.yml	true	true	20.790872372	11.434335516998544	640.708608	cloud-23979
nla-digbench-scaling/ps2-ll_valuebound2.yml	true	true	22.545101207	12.472286080999766	554.127360	cloud-23979
nla-digbench-scaling/ps2-ll_valuebound20.yml	true	true	27.131201033	14.760148827976082	599.638016	cloud-24260
nla-digbench-scaling/ps2-ll_valuebound5.yml	true	true	26.216631751	14.566855960001703	596.320256	cloud-24260
nla-digbench-scaling/ps2-ll_valuebound50.yml	true	true	26.76563577	14.965389532007976	595.726336	cloud-24260
nla-digbench-scaling/ps3-ll_unwindbound1.yml	true	true	19.543490636	10.842287951993058	617.418752	cloud-24259
nla-digbench-scaling/ps3-ll_unwindbound10.yml	true	true	27.052176498	14.587210907018743	598.319104	cloud-23979
nla-digbench-scaling/ps3-ll_unwindbound100.yml	true	true	21.450183784	11.68061190698063	652.689408	cloud-23939
nla-digbench-scaling/ps3-ll_unwindbound2.yml	true	true	28.142409011	16.30303817600361	616.636416	cloud-24259
nla-digbench-scaling/ps3-ll_unwindbound20.yml	true	true	25.6577154	13.81470809300663	684.171264	cloud-23933
nla-digbench-scaling/ps3-ll_unwindbound5.yml	true	true	25.044485191	13.521050608018413	653.381632	cloud-23933
nla-digbench-scaling/ps3-ll_unwindbound50.yml	true	true	26.950083239	15.409250224998686	647.589888	cloud-24259
nla-digbench-scaling/ps3-ll_valuebound1.yml	true	ERROR (solver error, after parsing finished)	35.702322026	19.02357186100562	670.674944	cloud-23933
nla-digbench-scaling/ps3-ll_valuebound10.yml	true	ERROR (solver error, after parsing finished)	37.128537314	19.924200452005607	652.177408	cloud-24260
nla-digbench-scaling/ps3-ll_valuebound100.yml	true	ERROR (solver error, after parsing finished)	36.096614083	19.27617838900187	678.703104	cloud-23979
nla-digbench-scaling/ps3-ll_valuebound2.yml	true	ERROR (solver error, after parsing finished)	33.596884794	18.158698487008223	672.624640	cloud-23933
nla-digbench-scaling/ps3-ll_valuebound20.yml	true	ERROR (solver error, after parsing finished)	28.403918168	15.496779754001182	640.163840	cloud-24261
nla-digbench-scaling/ps3-ll_valuebound5.yml	true	ERROR (solver error, after parsing finished)	40.54381203	22.1076000220055	631.328768	cloud-24260
nla-digbench-scaling/ps3-ll_valuebound50.yml	true	ERROR (solver error, after parsing finished)	40.686613286	22.091981465011486	700.510208	cloud-24259
nla-digbench-scaling/ps4-ll_unwindbound1.yml	false	false(unreach-call)	26.591655646	14.392104102007579	622.759936	cloud-23933
nla-digbench-scaling/ps4-ll_unwindbound10.yml	false	ERROR (solver error, after parsing finished)	128.141997548	109.43244237801991	655.675392	cloud-23933
nla-digbench-scaling/ps4-ll_unwindbound100.yml	false	ERROR (solver error, after parsing finished)	840.202819458	819.4479920390004	696.963072	cloud-23979
nla-digbench-scaling/ps4-ll_unwindbound2.yml	false	false(unreach-call)	32.189768373	17.42081058199983	661.716992	cloud-24260
nla-digbench-scaling/ps4-ll_unwindbound20.yml	false	ERROR (solver error, after parsing finished)	647.052321791	631.1230329920072	668.012544	cloud-23942
nla-digbench-scaling/ps4-ll_unwindbound5.yml	false	ERROR (solver error, after parsing finished)	128.951719561	111.2999389040051	649.768960	cloud-23933
nla-digbench-scaling/ps4-ll_unwindbound50.yml	false	ERROR (solver error, after parsing finished)	896.668344711	875.9341035450052	670.097408	cloud-23933
nla-digbench-scaling/ps4-ll_valuebound1.yml	true	true	22.909865434	12.424316807009745	637.882368	cloud-23941
nla-digbench-scaling/ps4-ll_valuebound10.yml	true	TIMEOUT	990.372722038	965.3512247400067	659.259392	cloud-24259
nla-digbench-scaling/ps4-ll_valuebound100.yml	true	TIMEOUT	990.331770951	966.9463709399861	665.198592	cloud-23933
nla-digbench-scaling/ps4-ll_valuebound2.yml	true	true	27.787197255	15.397552309004823	636.882944	cloud-23979
nla-digbench-scaling/ps4-ll_valuebound20.yml	true	TIMEOUT	990.34666142	966.6100000809965	686.288896	cloud-24260
nla-digbench-scaling/ps4-ll_valuebound5.yml	true	true	544.971970366	523.2216986469866	629.858304	cloud-23933
nla-digbench-scaling/ps4-ll_valuebound50.yml	true	TIMEOUT	990.335826745	969.6540597790154	701.480960	cloud-23933
nla-digbench-scaling/ps5-ll_unwindbound1.yml	false	false(unreach-call)	26.975728945	14.841445935016964	830.111744	cloud-23979
nla-digbench-scaling/ps5-ll_unwindbound10.yml	false	TIMEOUT	990.37624582	965.5382652360131	817.311744	cloud-23979
nla-digbench-scaling/ps5-ll_unwindbound100.yml	false	TIMEOUT	990.314569043	965.2356667629938	818.532352	cloud-24260
nla-digbench-scaling/ps5-ll_unwindbound2.yml	false	false(unreach-call)	31.0958874	18.062952500011306	744.067072	cloud-23933
nla-digbench-scaling/ps5-ll_unwindbound20.yml	false	TIMEOUT	990.287834364	967.9502310710086	744.001536	cloud-23979
nla-digbench-scaling/ps5-ll_unwindbound5.yml	false	TIMEOUT	990.314371393	967.8121583980101	772.878336	cloud-23979
nla-digbench-scaling/ps5-ll_unwindbound50.yml	false	TIMEOUT	990.326172153	967.9482800709957	822.181888	cloud-23933
nla-digbench-scaling/ps5-ll_valuebound1.yml	true	TIMEOUT	990.29672523	968.1624055699795	782.270464	cloud-23933
nla-digbench-scaling/ps5-ll_valuebound10.yml	true	TIMEOUT	990.359334136	966.0038155939837	752.308224	cloud-24260
nla-digbench-scaling/ps5-ll_valuebound100.yml	true	TIMEOUT	990.335661682	969.6963262380159	770.240512	cloud-23979
nla-digbench-scaling/ps5-ll_valuebound2.yml	true	TIMEOUT	990.344747996	968.7458081419754	765.980672	cloud-23933
nla-digbench-scaling/ps5-ll_valuebound20.yml	true	TIMEOUT	990.28572834	968.867040727986	776.310784	cloud-24259
nla-digbench-scaling/ps5-ll_valuebound5.yml	true	TIMEOUT	990.384802657	972.6604380880017	821.379072	cloud-24259
nla-digbench-scaling/ps5-ll_valuebound50.yml	true	TIMEOUT	990.300524092	969.3395617329807	767.934464	cloud-23933
nla-digbench-scaling/ps6-ll_unwindbound1.yml	false	false(unreach-call)	31.800078909	17.12114375300007	800.104448	cloud-24260
nla-digbench-scaling/ps6-ll_unwindbound10.yml	false	TIMEOUT	990.339623772	965.4687817080121	832.258048	cloud-23979
nla-digbench-scaling/ps6-ll_unwindbound100.yml	false	TIMEOUT	990.339965576	964.2470126400003	906.252288	cloud-24260
nla-digbench-scaling/ps6-ll_unwindbound2.yml	false	false(unreach-call)	30.989696601	17.62099210199085	793.739264	cloud-23979
nla-digbench-scaling/ps6-ll_unwindbound20.yml	false	ERROR (solver error, after parsing finished)	158.076865135	136.32916700298665	782.098432	cloud-23979
nla-digbench-scaling/ps6-ll_unwindbound5.yml	false	TIMEOUT	990.351244379	966.1945754299813	848.654336	cloud-23933
nla-digbench-scaling/ps6-ll_unwindbound50.yml	false	ERROR (solver error, after parsing finished)	162.944142262	141.44807167400722	816.963584	cloud-23933
nla-digbench-scaling/ps6-ll_valuebound1.yml	true	true	31.292367847	16.695749364007497	921.686016	cloud-23933
nla-digbench-scaling/ps6-ll_valuebound10.yml	true	TIMEOUT	990.364347895	965.9782774089836	824.086528	cloud-23979
nla-digbench-scaling/ps6-ll_valuebound100.yml	true	TIMEOUT	990.317087346	966.2973151520127	788.111360	cloud-23933
nla-digbench-scaling/ps6-ll_valuebound2.yml	true	true	28.928220115	16.57566658599535	790.368256	cloud-24261
nla-digbench-scaling/ps6-ll_valuebound20.yml	true	TIMEOUT	990.332273933	965.9401934880007	801.239040	cloud-23933
nla-digbench-scaling/ps6-ll_valuebound5.yml	true	TIMEOUT	990.340427633	966.646710711997	818.470912	cloud-23933
nla-digbench-scaling/ps6-ll_valuebound50.yml	true	TIMEOUT	990.339406007	966.4143123319955	936.394752	cloud-23933
nla-digbench-scaling/sqrt1-ll_unwindbound1.yml	true	true	23.008567169	12.312674507003976	633.679872	cloud-23979
nla-digbench-scaling/sqrt1-ll_unwindbound10.yml	true	true	30.148602126	16.607467202993575	633.044992	cloud-24259
nla-digbench-scaling/sqrt1-ll_unwindbound100.yml	true	true	22.164205727	12.181793387993821	671.428608	cloud-24261
nla-digbench-scaling/sqrt1-ll_unwindbound2.yml	true	true	29.879827672	16.00425729600829	646.344704	cloud-23933
nla-digbench-scaling/sqrt1-ll_unwindbound20.yml	true	true	25.032296406	13.564376510999864	659.267584	cloud-24261
nla-digbench-scaling/sqrt1-ll_unwindbound5.yml	true	true	20.786504773	11.587887980014784	680.288256	cloud-23979
nla-digbench-scaling/sqrt1-ll_unwindbound50.yml	true	true	29.55315118	16.035299024006235	602.214400	cloud-24260
nla-digbench-scaling/sqrt1-ll_valuebound1.yml	true	true	24.671787601	14.491314769009477	707.567616	cloud-24259
nla-digbench-scaling/sqrt1-ll_valuebound10.yml	true	true	35.78374657	20.98951942998974	634.744832	cloud-24259
nla-digbench-scaling/sqrt1-ll_valuebound100.yml	true	true	30.583905157	17.63617364500533	601.833472	cloud-23979
nla-digbench-scaling/sqrt1-ll_valuebound2.yml	true	true	35.375051225	20.426055272007943	697.741312	cloud-24259
nla-digbench-scaling/sqrt1-ll_valuebound20.yml	true	true	28.570975207	16.90014543599682	629.956608	cloud-23933
nla-digbench-scaling/sqrt1-ll_valuebound5.yml	true	true	28.517098007	16.504137615003856	627.216384	cloud-23933
nla-digbench-scaling/sqrt1-ll_valuebound50.yml	true	true	27.002180878	15.484871717984788	661.970944	cloud-23933
verifythis/duplets.yml	true	ERROR (generic error, after parsing finished)	23.459919425	12.900572109007044	578.265088	cloud-23933
verifythis/elimination_max.yml	true	ERROR (generic error, after parsing finished)	25.243236184	13.939966370002367	569.389056	cloud-24260
verifythis/lcp.yml	true	ERROR (generic error, after parsing finished)	25.539401717	14.406034103987622	561.905664	cloud-24260
verifythis/prefixsum_iter.yml	true	ERROR (generic error, after parsing finished)	26.967104994	14.595112995011732	536.485888	cloud-23933
verifythis/tree_del_iter.yml	false	ERROR (frontend failed, before parsing finished)	2.831305156	1.6768548069812823	107.806720	cloud-23979
verifythis/tree_del_iter_incorrect.yml	false	ERROR (frontend failed, before parsing finished)	1.901976088	1.1373505860101432	108.920832	cloud-24259
combinations/Problem05_label40+token_ring.01.cil-1.yml	false	OUT OF MEMORY	456.746310869	383.53527008902165	15000.043520	cloud-23933
combinations/Problem05_label40+token_ring.02.cil-1.yml	false	OUT OF MEMORY	357.023750925	303.48910453901044	15000.158208	cloud-23939
combinations/Problem05_label40+token_ring.03.cil-2.yml	false	OUT OF MEMORY	449.8877908	380.1195845050097	15000.035328	cloud-23979
combinations/Problem05_label40+token_ring.04.cil-1.yml	false	OUT OF MEMORY	342.094107161	290.1874298620023	15000.158208	cloud-23942
combinations/Problem05_label40+token_ring.05.cil-1.yml	false	OUT OF MEMORY	279.664024977	238.0083932689995	15000.162304	cloud-23940
combinations/Problem05_label40+token_ring.06.cil-2.yml	false	OUT OF MEMORY	333.350780292	285.71978275999936	15000.162304	cloud-23943
combinations/Problem05_label40+token_ring.07.cil-1.yml	false	OUT OF MEMORY	596.94582897	523.3207760940004	15000.035328	cloud-23979
combinations/Problem05_label40+token_ring.08.cil-1.yml	false	OUT OF MEMORY	406.656024293	354.22391462200903	15000.166400	cloud-23944
combinations/Problem05_label40+token_ring.09.cil-1.yml	false	OUT OF MEMORY	592.715139717	517.533859786985	15000.043520	cloud-23933
combinations/Problem05_label40+token_ring.10.cil-2.yml	false	OUT OF MEMORY	424.763761235	371.1306665929951	15000.170496	cloud-23939
combinations/Problem05_label40+token_ring.11.cil-2.yml	false	OUT OF MEMORY	512.024019659	454.93711953400634	15000.150016	cloud-23943
combinations/Problem05_label40+token_ring.12.cil-2.yml	false	OUT OF MEMORY	508.0964915	456.46396738200565	15000.166400	cloud-23944
combinations/Problem05_label40+token_ring.13.cil-2.yml	false	OUT OF MEMORY	464.6098532	416.3573216570003	15000.166400	cloud-23943
combinations/Problem05_label41+token_ring.01.cil-1.yml	false	OUT OF MEMORY	255.553154966	213.6449071999814	15000.166400	cloud-23940
combinations/Problem05_label41+token_ring.02.cil-1.yml	false	OUT OF MEMORY	488.931800362	419.3948066459852	15000.039424	cloud-24260
combinations/Problem05_label41+token_ring.03.cil-2.yml	false	OUT OF MEMORY	287.416418996	241.35328170700086	15000.154112	cloud-23943
combinations/Problem05_label41+token_ring.04.cil-1.yml	false	OUT OF MEMORY	331.165481678	273.49212084701867	15000.154112	cloud-23944
combinations/Problem05_label41+token_ring.05.cil-1.yml	false	OUT OF MEMORY	338.656720304	287.12500079598976	15000.166400	cloud-23943
combinations/Problem05_label41+token_ring.06.cil-2.yml	false	OUT OF MEMORY	559.290471995	481.8163091840106	15000.047616	cloud-23933
combinations/Problem05_label41+token_ring.07.cil-1.yml	false	OUT OF MEMORY	586.193052686	523.8229030329967	15000.043520	cloud-24261
combinations/Problem05_label41+token_ring.08.cil-1.yml	false	OUT OF MEMORY	781.168489502	698.4094226079906	15000.043520	cloud-24259
combinations/Problem05_label41+token_ring.09.cil-1.yml	false	OUT OF MEMORY	404.438323278	355.2629493929999	15000.158208	cloud-23941
combinations/Problem05_label41+token_ring.10.cil-2.yml	false	OUT OF MEMORY	408.203575044	360.394657722	15000.395776	cloud-23943
combinations/Problem05_label41+token_ring.11.cil-2.yml	false	OUT OF MEMORY	379.397556391	332.2465607869999	15000.162304	cloud-23939
combinations/Problem05_label41+token_ring.12.cil-2.yml	false	OUT OF MEMORY	407.215582026	364.6970370809995	15000.158208	cloud-23942
combinations/Problem05_label41+token_ring.13.cil-2.yml	false	OUT OF MEMORY	422.84480778	379.030368858017	15000.166400	cloud-23940
combinations/Problem05_label42+token_ring.01.cil-1.yml	true	OUT OF MEMORY	544.752925786	461.92862145099207	15000.035328	cloud-24259
combinations/Problem05_label42+token_ring.01.cil-2.yml	false	OUT OF MEMORY	637.19779509	555.5578297629836	15000.039424	cloud-24259
combinations/Problem05_label42+token_ring.02.cil-1.yml	true	OUT OF MEMORY	472.365268633	403.10120952299985	15000.043520	cloud-24261
combinations/Problem05_label42+token_ring.02.cil-2.yml	false	OUT OF MEMORY	385.339820201	326.2782270739999	15000.047616	cloud-24259
combinations/Problem05_label42+token_ring.03.cil-1.yml	false	OUT OF MEMORY	331.629716153	284.5901265909997	15000.158208	cloud-23943
combinations/Problem05_label42+token_ring.03.cil-2.yml	true	OUT OF MEMORY	366.662859183	308.63778017202276	15000.158208	cloud-23941
combinations/Problem05_label42+token_ring.04.cil-1.yml	true	OUT OF MEMORY	385.755968509	329.74553844798356	15000.158208	cloud-23939
combinations/Problem05_label42+token_ring.04.cil-2.yml	false	OUT OF MEMORY	350.62803692	300.09100748298806	15000.166400	cloud-23939
combinations/Problem05_label42+token_ring.05.cil-1.yml	true	OUT OF MEMORY	586.704927193	514.8942264319921	15000.047616	cloud-24259
combinations/Problem05_label42+token_ring.05.cil-2.yml	false	OUT OF MEMORY	349.715009685	298.9781455770135	15000.166400	cloud-23944
combinations/Problem05_label42+token_ring.06.cil-1.yml	false	OUT OF MEMORY	607.320601596	531.5502478609851	15000.047616	cloud-24260
combinations/Problem05_label42+token_ring.06.cil-2.yml	true	OUT OF MEMORY	387.650255519	336.52503990999685	15000.166400	cloud-23940
combinations/Problem05_label42+token_ring.07.cil-1.yml	true	OUT OF MEMORY	685.90617238	604.678165659001	15000.035328	cloud-23979
combinations/Problem05_label42+token_ring.07.cil-2.yml	false	OUT OF MEMORY	398.831918383	344.30457120598294	15000.150016	cloud-23941
combinations/Problem05_label42+token_ring.08.cil-1.yml	true	OUT OF MEMORY	603.108695979	535.7419896709907	15000.043520	cloud-23933
combinations/Problem05_label42+token_ring.08.cil-2.yml	false	OUT OF MEMORY	646.289221952	575.1533266309998	15000.035328	cloud-23979
combinations/Problem05_label42+token_ring.09.cil-1.yml	true	OUT OF MEMORY	419.329791082	366.7682744939957	15000.158208	cloud-23944
combinations/Problem05_label42+token_ring.09.cil-2.yml	false	OUT OF MEMORY	393.114170088	344.3928206389828	15000.166400	cloud-23943
combinations/Problem05_label42+token_ring.10.cil-1.yml	false	OUT OF MEMORY	393.080140513	345.77943433999826	15000.158208	cloud-23943
combinations/Problem05_label42+token_ring.10.cil-2.yml	true	OUT OF MEMORY	378.061174877	334.7328196999988	15000.162304	cloud-23944
combinations/Problem05_label42+token_ring.11.cil-1.yml	false	OUT OF MEMORY	629.331993976	552.0986341270036	15000.043520	cloud-24260
combinations/Problem05_label42+token_ring.11.cil-2.yml	true	OUT OF MEMORY	409.54171389	362.7674221979996	15000.162304	cloud-23941
combinations/Problem05_label42+token_ring.12.cil-1.yml	false	OUT OF MEMORY	649.644535652	578.5790268039855	15000.039424	cloud-23979
combinations/Problem05_label42+token_ring.12.cil-2.yml	true	OUT OF MEMORY	466.177627243	411.7905498550099	15000.166400	cloud-23943
combinations/Problem05_label42+token_ring.13.cil-1.yml	false	OUT OF MEMORY	467.780695919	419.2312407339996	15000.150016	cloud-23941
combinations/Problem05_label42+token_ring.13.cil-2.yml	true	OUT OF MEMORY	623.733783972	556.660328082	15000.035328	cloud-24261
combinations/Problem05_label42+token_ring.14.cil.yml	false	OUT OF MEMORY	678.646246053	608.9718558049935	15000.043520	cloud-23933
combinations/Problem05_label42+token_ring.15.cil.yml	false	OUT OF MEMORY	440.809853855	391.284696740011	15000.154112	cloud-23940
combinations/Problem05_label43+token_ring.01.cil-1.yml	true	OUT OF MEMORY	283.682694703	240.0822582920082	15000.158208	cloud-23942
combinations/Problem05_label43+token_ring.01.cil-2.yml	false	OUT OF MEMORY	281.947621498	234.72775122799794	15000.162304	cloud-23942
combinations/Problem05_label43+token_ring.02.cil-1.yml	true	OUT OF MEMORY	315.137134177	262.79740388400387	15000.158208	cloud-23941
combinations/Problem05_label43+token_ring.02.cil-2.yml	false	OUT OF MEMORY	441.269953972	374.849408088	15000.039424	cloud-24259
combinations/Problem05_label43+token_ring.03.cil-1.yml	false	OUT OF MEMORY	299.956791793	248.68092099600472	15000.158208	cloud-23942
combinations/Problem05_label43+token_ring.03.cil-2.yml	true	OUT OF MEMORY	632.290989286	558.4820981819939	15000.039424	cloud-24259
combinations/Problem05_label43+token_ring.04.cil-1.yml	true	OUT OF MEMORY	510.101413659	434.7147850229958	15000.047616	cloud-24260
combinations/Problem05_label43+token_ring.04.cil-2.yml	false	OUT OF MEMORY	316.854461493	263.4337790480058	15000.166400	cloud-23941
combinations/Problem05_label43+token_ring.05.cil-1.yml	true	OUT OF MEMORY	297.169742479	255.30463897200025	15000.158208	cloud-23942
combinations/Problem05_label43+token_ring.05.cil-2.yml	false	OUT OF MEMORY	598.512799836	527.4679448309762	15000.039424	cloud-24259
combinations/Problem05_label43+token_ring.06.cil-1.yml	false	OUT OF MEMORY	319.811216617	279.29368752699975	15000.166400	cloud-23944
combinations/Problem05_label43+token_ring.06.cil-2.yml	true	OUT OF MEMORY	531.33429207	469.099782979	15000.043520	cloud-23933
combinations/Problem05_label43+token_ring.07.cil-1.yml	true	OUT OF MEMORY	525.95414249	454.37551292399985	15000.043520	cloud-23933
combinations/Problem05_label43+token_ring.07.cil-2.yml	false	OUT OF MEMORY	315.409694979	273.5973850810001	15000.166400	cloud-23944
combinations/Problem05_label43+token_ring.08.cil-1.yml	true	OUT OF MEMORY	688.373063906	619.5283973329933	15000.047616	cloud-24259
combinations/Problem05_label43+token_ring.08.cil-2.yml	false	OUT OF MEMORY	407.484328734	353.5753143010006	15000.158208	cloud-23944
combinations/Problem05_label43+token_ring.09.cil-1.yml	true	OUT OF MEMORY	470.065794936	414.6407554410107	15000.158208	cloud-23943
combinations/Problem05_label43+token_ring.09.cil-2.yml	false	OUT OF MEMORY	595.799181181	529.6394404069999	15000.264704	cloud-23979
combinations/Problem05_label43+token_ring.10.cil-1.yml	false	OUT OF MEMORY	596.974727231	524.6968520930095	15000.043520	cloud-23979
combinations/Problem05_label43+token_ring.10.cil-2.yml	true	OUT OF MEMORY	438.525530543	381.4266836180177	15000.166400	cloud-23943
combinations/Problem05_label43+token_ring.11.cil-1.yml	false	OUT OF MEMORY	382.092757791	337.23084696300066	15000.158208	cloud-23942
combinations/Problem05_label43+token_ring.11.cil-2.yml	true	OUT OF MEMORY	489.934416471	433.3354593270051	15000.166400	cloud-23939
combinations/Problem05_label43+token_ring.12.cil-1.yml	false	OUT OF MEMORY	407.434199949	363.07819137499973	15000.158208	cloud-23942
combinations/Problem05_label43+token_ring.12.cil-2.yml	true	OUT OF MEMORY	414.059975493	368.65003888399224	15000.162304	cloud-23940
combinations/Problem05_label43+token_ring.13.cil-1.yml	false	OUT OF MEMORY	805.010710872	725.0914134680006	15000.047616	cloud-23979
combinations/Problem05_label43+token_ring.13.cil-2.yml	true	OUT OF MEMORY	443.080869952	396.67058548500063	15000.158208	cloud-23940
combinations/Problem05_label43+token_ring.14.cil.yml	false	OUT OF MEMORY	783.669465937	705.1657216159947	15000.043520	cloud-24259
combinations/Problem05_label43+token_ring.15.cil.yml	false	OUT OF MEMORY	496.895757015	441.9532245399896	15000.166400	cloud-23944
combinations/Problem05_label44+token_ring.01.cil-1.yml	false	OUT OF MEMORY	450.833827161	376.04698541000835	15000.043520	cloud-23933
combinations/Problem05_label44+token_ring.02.cil-1.yml	false	OUT OF MEMORY	265.088010913	222.7977537939987	15000.158208	cloud-23939
combinations/Problem05_label44+token_ring.03.cil-2.yml	false	OUT OF MEMORY	265.06130372	223.6611867369793	15000.154112	cloud-23940
combinations/Problem05_label44+token_ring.04.cil-1.yml	false	OUT OF MEMORY	355.056388142	305.27044528600527	15000.158208	cloud-23942
combinations/Problem05_label44+token_ring.05.cil-1.yml	false	OUT OF MEMORY	298.477810181	256.16505288199915	15000.170496	cloud-23942
combinations/Problem05_label44+token_ring.06.cil-2.yml	false	OUT OF MEMORY	410.262368633	353.97738523301086	15000.162304	cloud-23939
combinations/Problem05_label44+token_ring.07.cil-1.yml	false	OUT OF MEMORY	359.319161073	309.633897577005	15000.166400	cloud-23943
combinations/Problem05_label44+token_ring.08.cil-1.yml	false	OUT OF MEMORY	476.264219316	419.82317761601007	15000.035328	cloud-24259
combinations/Problem05_label44+token_ring.09.cil-1.yml	false	OUT OF MEMORY	462.436159589	406.3075190100062	15000.166400	cloud-23939
combinations/Problem05_label44+token_ring.10.cil-2.yml	false	OUT OF MEMORY	652.307203422	579.350929766	15000.043520	cloud-24259
combinations/Problem05_label44+token_ring.11.cil-2.yml	false	OUT OF MEMORY	800.248953657	724.3422760220128	15000.043520	cloud-24259
combinations/Problem05_label44+token_ring.12.cil-2.yml	false	OUT OF MEMORY	740.118138515	662.599596427	15000.043520	cloud-23979
combinations/Problem05_label44+token_ring.13.cil-2.yml	false	OUT OF MEMORY	753.975721122	678.5072871440061	15000.047616	cloud-24260
combinations/Problem05_label45+token_ring.01.cil-1.yml	true	OUT OF MEMORY	233.217742048	192.8884063280002	15000.166400	cloud-23939
combinations/Problem05_label45+token_ring.01.cil-2.yml	false	OUT OF MEMORY	287.896154358	239.77171170500515	15000.162304	cloud-23944
combinations/Problem05_label45+token_ring.02.cil-1.yml	true	OUT OF MEMORY	263.017256697	221.40831365299982	15000.154112	cloud-23942
combinations/Problem05_label45+token_ring.02.cil-2.yml	false	OUT OF MEMORY	550.523488347	468.3718086669978	15000.039424	cloud-24260
combinations/Problem05_label45+token_ring.03.cil-1.yml	false	OUT OF MEMORY	314.144849298	264.0073292159941	15000.158208	cloud-23944
combinations/Problem05_label45+token_ring.03.cil-2.yml	true	OUT OF MEMORY	309.246859552	257.2607854430098	15000.154112	cloud-23941
combinations/Problem05_label45+token_ring.04.cil-1.yml	true	OUT OF MEMORY	582.177656493	501.4210935580195	15000.039424	cloud-24260
combinations/Problem05_label45+token_ring.04.cil-2.yml	false	OUT OF MEMORY	272.041458487	228.34159705599996	15000.154112	cloud-23944
combinations/Problem05_label45+token_ring.05.cil-1.yml	true	OUT OF MEMORY	360.083951642	307.362279338995	15000.158208	cloud-23941
combinations/Problem05_label45+token_ring.05.cil-2.yml	false	OUT OF MEMORY	538.292658466	461.33430431899615	15000.047616	cloud-24260
